"","gene","term","estimate","statistic","p.value","lod","fdr"
"420","217020_at","pheno$hasCancer",-1.04603293640503,-11.4109238152117,1.72381412082431e-16,27.2241895848262,3.31994382492032e-15
"421","206226_at","pheno$hasCancer",-1.16882489004367,-11.4081929263355,1.74063349431422e-16,27.2145413404013,3.34655186831784e-15
"422","219950_s_at","pheno$hasCancer",-1.0231801200671,-11.4053436868597,1.75835845952075e-16,27.2044739700695,3.36900271311272e-15
"423","219367_s_at","pheno$hasCancer",-1.04780554138317,-11.4035753551547,1.76945070190954e-16,27.1982253193144,3.37863496063842e-15
"424","210739_x_at","pheno$hasCancer",-1.72514637933057,-11.3943661524358,1.8283699603698e-16,27.1656769876314,3.44952695434354e-15
"425","222302_at","pheno$hasCancer",-1.09480225657547,-11.3934940053951,1.83405152640245e-16,27.1625939865009,3.45462131553895e-15
"426","219697_at","pheno$hasCancer",-1.0700697614993,-11.3899868183999,1.85707951706376e-16,27.1501952780971,3.49504247286586e-15
"427","206916_x_at","pheno$hasCancer",-1.08954929077776,-11.3877841685821,1.87169102709506e-16,27.1424076228754,3.51660127797295e-15
"428","219761_at","pheno$hasCancer",-1.22386721381506,-11.3812711158474,1.91557875348325e-16,27.119376634179,3.56896666921967e-15
"429","220435_at","pheno$hasCancer",-1.15026491050697,-11.3624852461425,2.04807600562185e-16,27.0529177879169,3.78105034244173e-15
"430","220227_at","pheno$hasCancer",-1.05291705451618,-11.3611943386697,2.05751361584402e-16,27.0483493260369,3.78592699437262e-15
"431","221161_at","pheno$hasCancer",-1.01425494446694,-11.342319535174,2.20062760707596e-16,26.981528598022,4.01281382720733e-15
"432","215115_x_at","pheno$hasCancer",-1.1659930487228,-11.3418534155069,2.20428627260531e-16,26.9798778771463,4.01569301748682e-15
"433","219855_at","pheno$hasCancer",-1.07077739187473,-11.3339904622781,2.26693813434674e-16,26.9520278675984,4.10424388905385e-15
"434","204754_at","pheno$hasCancer",-1.09505033340302,-11.3321321423998,2.28200602324316e-16,26.9454447116738,4.12743021233176e-15
"435","215040_at","pheno$hasCancer",-1.07014845034481,-11.3042682242342,2.5204539386647e-16,26.8466845372191,4.47873007298768e-15
"436","211497_x_at","pheno$hasCancer",-1.19455516407553,-11.2995180522168,2.56354552654539e-16,26.8298385439219,4.54039312587278e-15
"437","207940_x_at","pheno$hasCancer",-1.01293589215108,-11.2993216086897,2.56534351096075e-16,26.8291418171116,4.54039312587278e-15
"438","204626_s_at","pheno$hasCancer",-1.04922232884942,-11.2955121548763,2.6004630582813e-16,26.8156298717215,4.59161001011745e-15
"439","214811_at","pheno$hasCancer",-1.05693152563644,-11.2918229145607,2.63493701417497e-16,26.8025426052126,4.64511878851747e-15
"440","207889_at","pheno$hasCancer",-1.25608193794765,-11.2887918035323,2.6636061550681e-16,26.7917887358245,4.67656949220363e-15
"441","216837_at","pheno$hasCancer",-1.06354250192892,-11.2689044049459,2.859682032941e-16,26.7212034221367,4.98219661767196e-15
"442","217423_at","pheno$hasCancer",-1.10449089493636,-11.2627627962431,2.92313154404461e-16,26.6993954503637,5.07623542395296e-15
"443","219747_at","pheno$hasCancer",-1.61650319396267,-11.2588464523689,2.96433189960191e-16,26.6854866428334,5.13241707217012e-15
"444","205834_s_at","pheno$hasCancer",-1.0092361709281,-11.2574072414896,2.97961943442838e-16,26.6803748418929,5.14688836103625e-15
"445","220859_at","pheno$hasCancer",-1.08417404574298,-11.2504704005699,3.05442760260171e-16,26.6557329286299,5.26386777020679e-15
"446","220930_s_at","pheno$hasCancer",-1.01800399418693,-11.2495761270579,3.06420860853214e-16,26.6525557464965,5.27256837250361e-15
"447","208203_x_at","pheno$hasCancer",-1.08664425204278,-11.240946404169,3.16023539714325e-16,26.6218909298621,5.37964288422789e-15
"448","217030_at","pheno$hasCancer",-1.35266451455409,-11.2249764563486,3.34602806919898e-16,26.5651191867961,5.64814477105875e-15
"449","221173_at","pheno$hasCancer",-1.30895900807448,-11.2179102592763,3.43171798832665e-16,26.5399894644549,5.75820571791286e-15
"450","221444_at","pheno$hasCancer",-1.09925716987869,-11.213557857874,3.48559753314794e-16,26.5245078355543,5.84421142446468e-15
"451","213925_at","pheno$hasCancer",-1.09020538964386,-11.2125530458109,3.4981572276992e-16,26.5209333563836,5.86085996276851e-15
"452","215119_at","pheno$hasCancer",-1.02999163536878,-11.2069198289825,3.56942071487363e-16,26.5008916722902,5.9489455339962e-15
"453","217245_at","pheno$hasCancer",-1.25662534044286,-11.2024212731834,3.62738129633173e-16,26.4848840490936,6.02302067259015e-15
"454","208134_x_at","pheno$hasCancer",-1.29532946846379,-11.1936906111959,3.74259519682614e-16,26.4538098407969,6.19125826064416e-15
"455","204230_s_at","pheno$hasCancer",-1.14571479060948,-11.1859907086489,3.84726941894871e-16,26.426396550011,6.33619397357237e-15
"456","217215_s_at","pheno$hasCancer",-1.08927338135328,-11.1831153149799,3.88711176580527e-16,26.4161576714785,6.37824090408238e-15
"457","216217_at","pheno$hasCancer",-1.18126038434662,-11.181153656582,3.91453187393077e-16,26.4091718957663,6.40907522019098e-15
"458","213870_at","pheno$hasCancer",-1.00580456209349,-11.1722094744578,4.0420499189559e-16,26.3773142694704,6.59363091830852e-15
"459","215511_at","pheno$hasCancer",-1.22570152226438,-11.1693702974127,4.08339885760082e-16,26.3671995629715,6.64947725319656e-15
"460","36888_at","pheno$hasCancer",-1.04798591175502,-11.1681660605521,4.10106572327182e-16,26.3629091122483,6.66560709877225e-15
"461","203672_x_at","pheno$hasCancer",-1.81741917124522,-11.1668377789988,4.12064190302987e-16,26.3581765095251,6.67298426782083e-15
"462","214357_at","pheno$hasCancer",-1.31090832942765,-11.1589103565371,4.23945342312856e-16,26.3299269956344,6.82570380257035e-15
"463","216914_at","pheno$hasCancer",-1.09960609208573,-11.1467061700619,4.42915955883005e-16,26.2864221227173,7.09015534837715e-15
"464","207990_x_at","pheno$hasCancer",-1.19584479208498,-11.1461265828763,4.43837906596709e-16,26.2843555862689,7.09981340466222e-15
"465","215515_at","pheno$hasCancer",-1.22380352254011,-11.1406749184624,4.52605253938122e-16,26.2649154948267,7.20385919535941e-15
"466","204440_at","pheno$hasCancer",-1.08470396463865,-11.1383258284401,4.56436749820454e-16,26.2565377545215,7.23916655135186e-15
"467","214053_at","pheno$hasCancer",-1.41581076375661,-11.1348697142878,4.62133467499645e-16,26.2442107235178,7.30334755765574e-15
"468","217240_at","pheno$hasCancer",-1.33767400296759,-11.1275970226476,4.74356585907585e-16,26.2182662216589,7.47002671645139e-15
"469","216698_x_at","pheno$hasCancer",-1.00329040282829,-11.1259456399815,4.7717720394019e-16,26.2123742020257,7.5091381605927e-15
"470","204665_at","pheno$hasCancer",-1.0342487865582,-11.1250523218451,4.78710071661982e-16,26.2091867657339,7.52263506829616e-15
"471","216535_at","pheno$hasCancer",-1.06436831837078,-11.1156694933974,4.95113718122397e-16,26.1757021424176,7.74218875854132e-15
"472","222340_at","pheno$hasCancer",-1.23038625473499,-11.1142213589942,4.97695503532979e-16,26.1705332098331,7.77710301909212e-15
"473","203661_s_at","pheno$hasCancer",-1.07868518951525,-11.1043366502743,5.15685040588946e-16,26.1352441667523,8.01884840156559e-15
"474","215701_at","pheno$hasCancer",-1.07989391409203,-11.0872912187047,5.48262559926122e-16,26.0743629397355,8.45620856923671e-15
"475","209701_at","pheno$hasCancer",-1.03040954541569,-11.0775296565419,5.67846594341616e-16,26.0394816223124,8.71837915021025e-15
"476","208261_x_at","pheno$hasCancer",-1.15636443416141,-11.0679744580095,5.87700494436503e-16,26.0053265002303,8.981982247962e-15
"477","208448_x_at","pheno$hasCancer",-1.17713399293067,-11.0674526648626,5.888046404217e-16,26.0034610279157,8.9926893780101e-15
"478","215592_at","pheno$hasCancer",-1.22498413199655,-11.0596449566216,6.05578523187122e-16,25.975543600693,9.22358594133878e-15
"479","214839_at","pheno$hasCancer",-1.1828601873587,-11.02679292757,6.81609028810338e-16,25.8579961782557,1.02346994534911e-14
"480","213955_at","pheno$hasCancer",-1.02485658633033,-11.0176510327884,7.04431699421044e-16,25.8252624611439,1.05277341101268e-14
"481","216621_at","pheno$hasCancer",-1.09432974897667,-11.0089924684411,7.26758685653201e-16,25.7942500631001,1.08323503628162e-14
"482","216965_x_at","pheno$hasCancer",-1.123336674466,-11.0035445774811,7.41171327914061e-16,25.7747327035709,1.09768910896875e-14
"483","202234_s_at","pheno$hasCancer",-1.53475101023726,-10.9919884390193,7.72705898328126e-16,25.7333203755642,1.13651521666308e-14
"484","205636_at","pheno$hasCancer",-1.04270910638972,-10.971272101329,8.32666400381212e-16,25.6590415010223,1.20953750975845e-14
"485","205743_at","pheno$hasCancer",-1.25566161549559,-10.9704797618145,8.35050731418261e-16,25.6561995256877,1.21142157865841e-14
"486","205156_s_at","pheno$hasCancer",-1.03163749578213,-10.9688182991447,8.40072849255907e-16,25.6502399212973,1.21712245123338e-14
"487","213873_at","pheno$hasCancer",-1.06884269356107,-10.96211507142,8.60646253999426e-16,25.6261923259613,1.24047739184148e-14
"488","209851_at","pheno$hasCancer",-1.1422532157249,-10.9414759927287,9.27240410772594e-16,25.5521164843294,1.33043773813559e-14
"489","207074_s_at","pheno$hasCancer",-1.06871908232411,-10.9383305272029,9.37836707639446e-16,25.5408225899142,1.34391095539098e-14
"490","220749_at","pheno$hasCancer",-1.16126492582473,-10.9149529158131,1.02051652705968e-15,25.4568474190922,1.44588951114304e-14
"491","214646_at","pheno$hasCancer",-1.02062260780732,-10.9101543553076,1.03837735908284e-15,25.4396023337579,1.46629674857053e-14
"492","221431_s_at","pheno$hasCancer",-1.13810293702977,-10.8905288729577,1.11477033252571e-15,25.3690435918531,1.56425864733441e-14
"493","207524_at","pheno$hasCancer",-1.07296967423771,-10.8855682883916,1.13496182690557e-15,25.3512017218817,1.58460867098602e-14
"494","210545_at","pheno$hasCancer",-1.04494284579459,-10.8746384489538,1.18076265541197e-15,25.3118797289845,1.6393105452053e-14
"495","215902_at","pheno$hasCancer",-1.15065852390665,-10.873592434185,1.18524254470912e-15,25.3081157640592,1.64450558055749e-14
"496","215644_at","pheno$hasCancer",-1.04138125354734,-10.8662910259453,1.21699451517898e-15,25.2818388547073,1.68123303048563e-14
"497","220692_at","pheno$hasCancer",-1.01975162136049,-10.8624060271568,1.23423783817083e-15,25.2678546181613,1.69978502768607e-14
"498","204339_s_at","pheno$hasCancer",-1.16396595237355,-10.8485420890447,1.29780679905165e-15,25.2179361074089,1.78182556397214e-14
"499","201958_s_at","pheno$hasCancer",-1.00138623325864,-10.8270614268879,1.40288977301485e-15,25.1405477976828,1.90497213967641e-14
"500","221236_s_at","pheno$hasCancer",-1.12136361472487,-10.8086371046533,1.49983937417238e-15,25.0741270522122,2.01573707929332e-14
"501","216892_at","pheno$hasCancer",-1.10359868888052,-10.795029815973,1.5757578875006e-15,25.0250462552509,2.0987814110685e-14
"502","219789_at","pheno$hasCancer",-1.14424317110675,-10.7770927944528,1.68179164436575e-15,24.9603149896933,2.2227380315185e-14
"503","221102_s_at","pheno$hasCancer",-1.04859176882223,-10.7754244592762,1.69201269387471e-15,24.9542923635337,2.23492109410848e-14
"504","211842_s_at","pheno$hasCancer",-1.18827192607268,-10.7721028581962,1.71254945844547e-15,24.9423005361645,2.2553628594882e-14
"505","221458_at","pheno$hasCancer",-1.14090914150461,-10.7637208483604,1.76549881013579e-15,24.9120335771238,2.31687926891967e-14
"506","211295_x_at","pheno$hasCancer",-1.04950619072951,-10.7576305463846,1.80500472889862e-15,24.8900366683629,2.36228956453551e-14
"507","215766_at","pheno$hasCancer",-1.08945749505896,-10.7522988686609,1.84032125995611e-15,24.8707761798774,2.40374435144209e-14
"508","207432_at","pheno$hasCancer",-1.02878963267731,-10.7519121953489,1.84290949870249e-15,24.8693792071658,2.40571484238943e-14
"509","205318_at","pheno$hasCancer",-1.14975441505841,-10.7438217560268,1.89791402606461e-15,24.8401460610882,2.46945515774879e-14
"510","221393_at","pheno$hasCancer",-1.06046826848088,-10.7406161622481,1.92016338314713e-15,24.8285611827835,2.49341495726501e-14
"511","208844_at","pheno$hasCancer",-1.21624463055155,-10.7399694636603,1.92468378248305e-15,24.8262238959629,2.49729132235894e-14
"512","204597_x_at","pheno$hasCancer",-2.04263545180643,-10.7325241290288,1.97750622400341e-15,24.7993115702449,2.55299948954043e-14
"513","220008_at","pheno$hasCancer",-1.06469395420363,-10.7189183506307,2.07784340107128e-15,24.7501146082549,2.67324390912652e-14
"514","207969_x_at","pheno$hasCancer",-1.05580454229504,-10.7178155311272,2.08619789082919e-15,24.7461259894509,2.67935144676351e-14
"515","AFFX-r2-P1-cre-5_at","pheno$hasCancer",-1.35795224866073,-10.6995339205698,2.22973510698778e-15,24.6799853586594,2.83753211816155e-14
"516","207608_x_at","pheno$hasCancer",-1.66846969073469,-10.6729369559532,2.45654784749599e-15,24.583691287515,3.08912278136305e-14
"517","220944_at","pheno$hasCancer",-1.27874269532041,-10.5985201847694,3.22276615120641e-15,24.313830565215,3.90499718038784e-14
"518","202861_at","pheno$hasCancer",-1.00477447275131,-10.5559393369888,3.76544987214281e-15,24.1591310592882,4.49173016600419e-14
"519","205923_at","pheno$hasCancer",-1.1278977397928,-10.5499136170112,3.8493615000462e-15,24.1372223901386,4.58446404626025e-14
"520","217054_at","pheno$hasCancer",-1.00665564048727,-10.5496238687234,3.85344360503473e-15,24.136168801681,4.58687413733915e-14
"521","203662_s_at","pheno$hasCancer",-1.00359265032545,-10.5288017639668,4.15852163596549e-15,24.0604299826707,4.90642645618251e-14
"522","207317_s_at","pheno$hasCancer",-1.53751362690748,-10.521527479579,4.27074977210581e-15,24.0339586878281,5.02986877229565e-14
"523","222184_at","pheno$hasCancer",-1.09712944792127,-10.5152224518249,4.37049280994229e-15,24.0110096730824,5.13919215218702e-14
"524","214762_at","pheno$hasCancer",-1.04678176383158,-10.5141990834194,4.38690227805357e-15,24.0072843947582,5.15576706022509e-14
"525","AFFX-CreX-3_at","pheno$hasCancer",-1.42112992470823,-10.5135181867825,4.39785470235518e-15,24.0048057204951,5.16591440867582e-14
"526","208098_at","pheno$hasCancer",-1.10321105108659,-10.5091109303002,4.46941674144542e-15,23.98876067114,5.23892757757119e-14
"527","206872_at","pheno$hasCancer",-1.1840940781653,-10.5051647310189,4.53448847808362e-15,23.9743922749286,5.29713904171808e-14
"528","204041_at","pheno$hasCancer",-1.26866035331801,-10.4897891460916,4.79727335686903e-15,23.9183918207304,5.56468725721565e-14
"529","207580_at","pheno$hasCancer",-1.06111249438681,-10.4841076538191,4.89821671864371e-15,23.8976921015114,5.66702820049522e-14
"530","220852_at","pheno$hasCancer",-1.03328868001037,-10.4794918248807,4.98180153497885e-15,23.8808722894419,5.74583248467566e-14
"531","AFFX-r2-P1-cre-3_at","pheno$hasCancer",-1.39379298516871,-10.4658101430747,5.23810116701902e-15,23.8310028988992,5.99797576077517e-14
"532","215818_at","pheno$hasCancer",-1.0312549478748,-10.4574684724203,5.40085005000147e-15,23.800587355157,6.15271685399708e-14
"533","219464_at","pheno$hasCancer",-1.0852903698121,-10.4335391327054,5.89658178717273e-15,23.7132923316016,6.65566362392602e-14
"534","211232_x_at","pheno$hasCancer",-1.01360816040883,-10.4325301992703,5.91846336533451e-15,23.7096102956849,6.6741457069711e-14
"535","210444_at","pheno$hasCancer",-1.00392741023798,-10.4257120500661,6.06849612746416e-15,23.6847249178554,6.82951006102444e-14
"536","209594_x_at","pheno$hasCancer",-1.18297115315757,-10.4113690583429,6.39675311286653e-15,23.6323578202297,7.1627562620103e-14
"537","210394_x_at","pheno$hasCancer",-1.39846387757588,-10.4056506995299,6.53256496183794e-15,23.6114733425458,7.28189820133241e-14
"538","221382_at","pheno$hasCancer",-1.10351498008042,-10.3869144190183,6.99826308948196e-15,23.5430194905872,7.7183564629274e-14
"539","220150_s_at","pheno$hasCancer",-1.27634824982735,-10.3858830609212,7.02484903945908e-15,23.5392502404285,7.737751416029e-14
"540","214236_at","pheno$hasCancer",-2.13532371284994,-10.3834302760129,7.08848578416211e-15,23.5302857006904,7.79628473487089e-14
"541","206904_at","pheno$hasCancer",-1.0483542091739,-10.3806567537174,7.16114450234947e-15,23.5201481098794,7.85294207410695e-14
"542","208210_at","pheno$hasCancer",-1.00473961748452,-10.3682762808316,7.49474793155974e-15,23.4748854114697,8.15854754073989e-14
"543","211460_at","pheno$hasCancer",-1.16337250879582,-10.355238676045,7.86301739360382e-15,23.4272018559525,8.48482404753869e-14
"544","209242_at","pheno$hasCancer",-1.21946295620807,-10.3550378242338,7.86883126636179e-15,23.4264671158912,8.48698775935816e-14
"545","205991_s_at","pheno$hasCancer",-1.21389339627354,-10.3539943826984,7.89910462623856e-15,23.4226500094378,8.51551758038093e-14
"546","206755_at","pheno$hasCancer",-1.11730119617216,-10.3430066541578,8.22510968882364e-15,23.3824475019089,8.83277682872565e-14
"547","215761_at","pheno$hasCancer",-1.12063029231283,-10.3227291189012,8.86279107690157e-15,23.308219900666,9.40676504373506e-14
"548","217600_at","pheno$hasCancer",-1.05095736383553,-10.3148796750321,9.12281837495809e-15,23.2794741852107,9.64801907210209e-14
"549","207200_at","pheno$hasCancer",-1.09992628310643,-10.3100863605354,9.28537448686688e-15,23.2619170896129,9.78278958349195e-14
"550","219791_s_at","pheno$hasCancer",-1.22406635460945,-10.3001365591291,9.63218664719485e-15,23.2254645960633,1.00814473959344e-13
"551","220881_at","pheno$hasCancer",-1.07503212758263,-10.297882831152,9.71254005867842e-15,23.2172062369975,1.01464852380465e-13
"552","207072_at","pheno$hasCancer",-1.04185839059634,-10.2869812455764,1.01108650551436e-14,23.1772515772964,1.05035154323433e-13
"553","214348_at","pheno$hasCancer",-1.02860217122809,-10.2792006241889,1.04051903092394e-14,23.1487273887478,1.0759123024503e-13
"554","222298_at","pheno$hasCancer",-1.00522407952675,-10.264301600566,1.09931178459314e-14,23.0940882703252,1.12728782770773e-13
"555","205529_s_at","pheno$hasCancer",-1.16678418243538,-10.2356325632484,1.22203443464119e-14,22.9888823659205,1.23103948042991e-13
"556","AFFX-CreX-5_at","pheno$hasCancer",-1.50994227445719,-10.2133959405193,1.32666208746185e-14,22.90721984322,1.31914374363732e-13
"557","206212_at","pheno$hasCancer",-1.06983674917576,-10.2109215905544,1.33884918892507e-14,22.8981296481223,1.32948201768349e-13
"558","217359_s_at","pheno$hasCancer",-1.03426879042181,-10.2008515323909,1.38962341912545e-14,22.8611277389975,1.37499905188154e-13
"559","206319_s_at","pheno$hasCancer",-1.11491175106295,-10.1764470743644,1.52087464331944e-14,22.7714094874599,1.490310012185e-13
"560","221112_at","pheno$hasCancer",-1.05311849425949,-10.171770151157,1.54742026064283e-14,22.7542083771361,1.51365959911783e-13
"561","213544_at","pheno$hasCancer",-1.11030363360641,-10.1675595720741,1.57171825270764e-14,22.7387204122599,1.53338869636971e-13
"562","203542_s_at","pheno$hasCancer",-1.17120303171173,-10.1622080690226,1.60315599625899e-14,22.71903299267,1.56064329683875e-13
"563","214354_x_at","pheno$hasCancer",-1.10093109858349,-10.1550349661469,1.64629137004342e-14,22.6926393569681,1.59844490626045e-13
"564","208587_s_at","pheno$hasCancer",-1.02822026766035,-10.151943477709,1.66524093659934e-14,22.6812624405311,1.61543595081599e-13
"565","210671_x_at","pheno$hasCancer",-1.005708364879,-10.147507141287,1.69281863669395e-14,22.6649345953438,1.63933410175799e-13
"566","206969_at","pheno$hasCancer",-1.03344386657828,-10.1270175885512,1.82628385668906e-14,22.5894959804492,1.74957365342228e-13
"567","207367_at","pheno$hasCancer",-1.04643177362513,-10.1189750075733,1.88152622775197e-14,22.5598725238587,1.79094613126857e-13
"568","205207_at","pheno$hasCancer",-2.46430622545531,-10.1105529302793,1.94118164714832e-14,22.5288438968273,1.84015592920803e-13
"569","205266_at","pheno$hasCancer",-1.58323631696247,-10.1029622151638,1.99658022548158e-14,22.5008717329162,1.88377077312037e-13
"570","216989_at","pheno$hasCancer",-1.00765742278117,-10.098125309633,2.0327093397201e-14,22.4830443130685,1.91440668710832e-13
"571","221330_at","pheno$hasCancer",-1.0596373853012,-10.095932687115,2.04930339871588e-14,22.4749621324103,1.92840488317508e-13
"572","204365_s_at","pheno$hasCancer",-1.34737012730558,-10.0825641341414,2.15347413846685e-14,22.4256735997458,2.01452341753992e-13
"573","206117_at","pheno$hasCancer",-1.02904113230667,-10.0614030113713,2.32938791469217e-14,22.3476161441067,2.14663982229469e-13
"574","205236_x_at","pheno$hasCancer",-1.08414098857525,-10.0328523758246,2.58991301598116e-14,22.2422264053777,2.35940440454244e-13
"575","205100_at","pheno$hasCancer",-1.29575562696534,-10.0042708648643,2.88015405088652e-14,22.1366375165696,2.5951667090944e-13
"576","211614_at","pheno$hasCancer",-1.15010460246838,-9.98443946490679,3.10059798445992e-14,22.0633244186298,2.76583766564133e-13
"577","216615_s_at","pheno$hasCancer",-1.0223194320575,-9.97866657176597,3.16790851191576e-14,22.0419754385684,2.82136312434129e-13
"578","220737_at","pheno$hasCancer",-1.0688014557738,-9.97811498746131,3.17441641176121e-14,22.0399354214106,2.82602960061027e-13
"579","208000_at","pheno$hasCancer",-1.13357587875613,-9.97212822176532,3.24592410979538e-14,22.0177915400872,2.88392850632258e-13
"580","215687_x_at","pheno$hasCancer",-1.05688660346046,-9.95881949855737,3.41075669589099e-14,21.9685519485095,2.99573872505081e-13
"581","211356_x_at","pheno$hasCancer",-1.20028279762943,-9.95437561063169,3.46765334853771e-14,21.9521064070859,3.04091773181684e-13
"582","209866_s_at","pheno$hasCancer",-1.06433964583291,-9.94631883758106,3.5732569056309e-14,21.9222854612424,3.12491693988122e-13
"583","206936_x_at","pheno$hasCancer",-1.36867058862464,-9.94494500741953,3.59158498456636e-14,21.9171997699005,3.13683773934098e-13
"584","214135_at","pheno$hasCancer",-1.05074797820049,-9.92959128378404,3.80297625090704e-14,21.8603497028824,3.30505927453048e-13
"585","214508_x_at","pheno$hasCancer",-1.00527648966285,-9.90665454007751,4.14235875754928e-14,21.7753773070291,3.56938051796097e-13
"586","221313_at","pheno$hasCancer",-1.06367955230165,-9.90646155627816,4.14534004231283e-14,21.7746621445474,3.57056869589706e-13
"587","206865_at","pheno$hasCancer",-1.01002196314436,-9.84790037064764,5.15763737311266e-14,21.5574714173511,4.32058772876201e-13
"588","210794_s_at","pheno$hasCancer",-1.13249821342224,-9.84087414919161,5.2947574832982e-14,21.5313895381445,4.42713249532209e-13
"589","214043_at","pheno$hasCancer",-1.13297518843156,-9.83620845911107,5.38783374623493e-14,21.5140674097541,4.49652057555629e-13
"590","209708_at","pheno$hasCancer",-1.49402867597228,-9.83516788499507,5.40881602043369e-14,21.5102038139096,4.51065297093278e-13
"591","217187_at","pheno$hasCancer",-1.15978914172388,-9.81446288240059,5.84386045006561e-14,21.4333048328923,4.83904654064704e-13
"592","208390_s_at","pheno$hasCancer",-1.00322008264643,-9.78881208207175,6.43204337150278e-14,21.3379780435057,5.25964119072281e-13
"593","220814_at","pheno$hasCancer",-1.02762892759431,-9.7535798448766,7.33841293172796e-14,21.2069378347014,5.93761275808621e-13
"594","220910_at","pheno$hasCancer",-1.01390259455991,-9.72860631137663,8.0578138058585e-14,21.1139795840327,6.4703518931872e-13
"595","214750_at","pheno$hasCancer",-1.12776955506243,-9.71314637268969,8.53834220804589e-14,21.0564031464548,6.81935051691349e-13
"596","220428_at","pheno$hasCancer",-1.097569410771,-9.70268636108857,8.87973161275776e-14,21.0174345009356,7.0793223444394e-13
"597","AFFX-BioDn-3_at","pheno$hasCancer",-1.38678963988421,-9.6640138034067,1.02657240654303e-13,20.8732690250043,8.05461723063318e-13
"598","219812_at","pheno$hasCancer",-1.07511569308084,-9.59841639152715,1.31334515931419e-13,20.6284064506227,9.99838407413668e-13
"599","215394_at","pheno$hasCancer",-1.08958120320784,-9.59094454166479,1.35075590804829e-13,20.6004897764897,1.02377190132789e-12
"600","216451_at","pheno$hasCancer",-1.0014174223756,-9.58904579138352,1.36043252695553e-13,20.5933947459903,1.03040509850952e-12
"601","210401_at","pheno$hasCancer",-1.3554249338871,-9.55347326041526,1.55519430513415e-13,20.4604094413019,1.16250904734332e-12
"602","215306_at","pheno$hasCancer",-1.33974564334967,-9.53543223713439,1.66446457692612e-13,20.3929196687766,1.23302075025415e-12
"603","205821_at","pheno$hasCancer",-1.10811512444028,-9.53215188985271,1.68514801892383e-13,20.3806449824776,1.24668503670915e-12
"604","216012_at","pheno$hasCancer",-1.01970518302581,-9.53052247657855,1.69551787537779e-13,20.3745475364839,1.25269313053857e-12
"605","200952_s_at","pheno$hasCancer",-1.07530849340563,-9.50745027646029,1.84944012686593e-13,20.2881827308557,1.35651989292145e-12
"606","203699_s_at","pheno$hasCancer",-1.0056681936495,-9.49927698607769,1.907278283426e-13,20.2575764970052,1.39298203833437e-12
"607","202920_at","pheno$hasCancer",-1.19847867391234,-9.49501474508403,1.9381587946611e-13,20.2416134262563,1.41136292318675e-12
"608","207176_s_at","pheno$hasCancer",-1.00469670064473,-9.47565647699704,2.08487018524526e-13,20.1690915804744,1.50639307191375e-12
"609","AFFX-M27830_3_at","pheno$hasCancer",-1.01577451823813,-9.44909781546929,2.30451918531506e-13,20.0695400357383,1.65117688123394e-12
"610","217097_s_at","pheno$hasCancer",-1.02744039552483,-9.44874690325428,2.30757214493761e-13,20.0682242660584,1.65177096388194e-12
"611","210603_at","pheno$hasCancer",-1.31786050934957,-9.44866110182458,2.30831924221533e-13,20.0679025459763,1.65177513404895e-12
"612","208307_at","pheno$hasCancer",-1.09190442150008,-9.44355379356355,2.35323136410123e-13,20.0487510567746,1.67906034217956e-12
"613","1598_g_at","pheno$hasCancer",-1.14054620328263,-9.43364398376708,2.44289981265232e-13,20.0115844212147,1.73636799123865e-12
"614","215484_at","pheno$hasCancer",-1.15200149856195,-9.43326525080307,2.44639417031239e-13,20.0101638140487,1.73804608922021e-12
"615","206104_at","pheno$hasCancer",-1.09794118352935,-9.42913381126602,2.48484097415665e-13,19.9946661774243,1.7600035418669e-12
"616","221388_at","pheno$hasCancer",-1.00788512727233,-9.42581981993627,2.51611978738183e-13,19.9822338148806,1.77876577481692e-12
"617","206765_at","pheno$hasCancer",-1.30476454298716,-9.39736673359682,2.80151595506274e-13,19.8754527926756,1.95387104934782e-12
"618","211425_x_at","pheno$hasCancer",-1.18081950101952,-9.39186336209431,2.8603690384831e-13,19.8547910808495,1.99242273474582e-12
"619","222301_at","pheno$hasCancer",-1.04459561074296,-9.38146763321527,2.97495776943432e-13,19.815754401051,2.06385379751884e-12
"620","204337_at","pheno$hasCancer",-1.15150407886808,-9.37101118979237,3.09487733163953e-13,19.776480223898,2.13442128074663e-12
"621","205988_at","pheno$hasCancer",-1.02360670659971,-9.36917469356154,3.1164359504849e-13,19.7695814014192,2.14655668964192e-12
"622","220272_at","pheno$hasCancer",-1.12884920743387,-9.3287920681761,3.63063728153906e-13,19.6178098362091,2.45257595287932e-12
"623","205782_at","pheno$hasCancer",-1.23894509811893,-9.3059408984397,3.95860016234855e-13,19.5318654437448,2.64496214145765e-12
"624","202497_x_at","pheno$hasCancer",-1.44222914830296,-9.30580429126774,3.96064784433103e-13,19.5313515237168,2.64553704781859e-12
"625","203929_s_at","pheno$hasCancer",-1.00715841852757,-9.26783574287905,4.57316206555548e-13,19.3884516851779,3.0042385114025e-12
"626","222124_at","pheno$hasCancer",-1.07214218966472,-9.25866628867033,4.73485433480108e-13,19.3539230463677,3.10040432390163e-12
"627","216506_x_at","pheno$hasCancer",-1.0054967830347,-9.22823901836203,5.31377222505165e-13,19.2392955889752,3.43407153395667e-12
"628","209937_at","pheno$hasCancer",-1.04466737078253,-9.22128533368178,5.4557759872314e-13,19.2130885134222,3.51463013366514e-12
